Record ID,Incident Year,Incident Month,Incident Day,Operator ID,Operator,Aircraft,Aircraft Type,Aircraft Make,Aircraft Model,Aircraft Mass,Engine Make,Engine Model,Engines,Engine Type,Engine1 Position,Engine2 Position,Engine3 Position,Engine4 Position,Airport ID,Airport,State,FAA Region,Warning Issued,Flight Phase,Visibility,Precipitation,Height,Speed,Distance,Species ID,Species Name,Species Quantity,Flight Impact,Fatalities,Injuries,Aircraft Damage,Radome Strike,Radome Damage,Windshield Strike,Windshield Damage,Nose Strike,Nose Damage,Engine1 Strike,Engine1 Damage,Engine2 Strike,Engine2 Damage,Engine3 Strike,Engine3 Damage,Engine4 Strike,Engine4 Damage,Engine Ingested,Propeller Strike,Propeller Damage,Wing or Rotor Strike,Wing or Rotor Damage,Fuselage Strike,Fuselage Damage,Landing Gear Strike,Landing Gear Damage,Tail Strike,Tail Damage,Lights Strike,Lights Damage,Other Strike,Other Damage
357621,2015,1,1,VOI,VOLARIS,A-320,A,04A,3,4,23,1,2,D,1,1,,,KSMF,SACRAMENTO INTL,CA,AWP,Y,APPROACH,NIGHT,NONE,500,,,UNKBS,UNKNOWN SMALL BIRD,1,NONE,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357414,2015,1,1,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,KGNV,GAINESVILLE REG ARPT,FL,ASO,,,,,,,0,N5111,KILLDEER,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357712,2015,1,1,BUS,BUSINESS,EC135,B,33A,5,2,,,2,F,6,6,,,ZZZZ,UNKNOWN,,,,EN ROUTE,DAY,,,,,UNKB,UNKNOWN BIRD,1,OTHER,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357616,2015,1,1,ASA,ALASKA AIRLINES,B-737-800,A,148,43,4,10,1,2,D,1,1,,,ZZZZ,UNKNOWN,,,,,,,,,,O2205,MOURNING DOVE,1,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357617,2015,1,1,AAL,AMERICAN AIRLINES,MD-82,A,583,37,4,34,10,2,D,5,5,,,KSMF,SACRAMENTO INTL,CA,AWP,N,APPROACH,DAY,NONE,20,140,0,ZC204,AMERICAN PIPIT,1,NONE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
357618,2015,1,1,SKW,SKYWEST AIRLINES,EMB-120,A,332,11,3,31,10,2,C,4,4,,,KSMF,SACRAMENTO INTL,CA,AWP,Y,APPROACH,DAY,NONE,50,130,0,ZC204,AMERICAN PIPIT,1,NONE,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357620,2015,1,1,UAL,UNITED AIRLINES,A-320,A,04A,3,4,23,1,2,D,1,1,,,KDEN,DENVER INTL AIRPORT,CO,ANM,,LANDING ROLL,DAY,,0,,0,O2111,ROCK PIGEON,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
357622,2015,1,1,BUS,BUSINESS,C-560,A,226,45,1,31,20,2,D,5,5,,,KRBD,DALLAS EXECUTIVE ARPT,TX,ASW,Y,LANDING ROLL,DAY,"FOG, RAIN",0,,0,NE104,RING-BILLED GULL,1,NONE,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
357619,2015,1,1,SWA,SOUTHWEST AIRLINES,B-737-700,A,148,42,4,10,1,2,D,1,1,,,ZZZZ,UNKNOWN,,,,,,,,,,UNKBS,UNKNOWN SMALL BIRD,1,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357629,2015,1,2,SWA,SOUTHWEST AIRLINES,B-737-700,A,148,42,4,10,1,2,D,1,1,,,KSTL,LAMBERT-ST LOUIS INTL,MO,ACE,N,APPROACH,NIGHT,NONE,2600,210,,UNKBL,UNKNOWN LARGE BIRD,10-Feb,NONE,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
357625,2015,1,2,KAP,CAPE AIR,C-402,A,226,33,2,13,16,2,A,4,4,,,KOWB,OWENSBORO-DAVIESS,KY,ASO,N,APPROACH,NIGHT,RAIN,200,120,,UNKBS,UNKNOWN SMALL BIRD,1,NONE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
357623,2015,1,2,AAY,ALLEGIANT AIR,A-320,A,04A,3,4,10,1,2,D,1,1,,,KSFB,ORLANDO SANFORD INTL ARPT,FL,ASO,Y,APPROACH,NIGHT,NONE,500,140,1,1C2201,BRAZILIAN FREE-TAILED BAT,1,NONE,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357421,2015,1,2,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,KSMF,SACRAMENTO INTL,CA,AWP,,,,,,,0,J2106,GREEN-WINGED TEAL,10-Feb,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357420,2015,1,2,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,KPIT,PITTSBURGH INTL ARPT,PA,AEA,,,,,,,0,Z6015,EASTERN BLUEBIRD,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357624,2015,1,2,HAL,HAWAIIAN AIR,B-717-200,A,148,45,4,9,6,2,D,5,5,,,PHNL,HONOLULU INTL ARPT,HI,AWP,Y,CLIMB,DAY,RAIN,3000,,,UNKB,UNKNOWN BIRD,10-Feb,NONE,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357626,2015,1,2,SWA,SOUTHWEST AIRLINES,B-737-300,A,148,24,4,10,1,2,D,1,1,,,KSMF,SACRAMENTO INTL,CA,AWP,,CLIMB,DAWN,,,,,J2106,GREEN-WINGED TEAL,1,NONE,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357627,2015,1,2,SWA,SOUTHWEST AIRLINES,B-737-300,A,148,24,4,10,1,2,D,1,1,,,KBOI,BOISE AIR TERMINAL/GOWEN FIELD,ID,ANM,Y,APPROACH,NIGHT,NONE,300,,1,J2204,CANADA GOOSE,10-Feb,NONE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
357422,2015,1,2,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,CA,AWP,,,,,,,0,R1101,BARN OWL,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357628,2015,1,2,SWA,SOUTHWEST AIRLINES,B-737-300,A,148,24,4,10,1,2,D,1,1,,,KSMF,SACRAMENTO INTL,CA,AWP,,CLIMB,DAY,NONE,,,,UNKB,UNKNOWN BIRD,1,NONE,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357419,2015,1,2,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,KMCO,ORLANDO INTL,FL,ASO,,,,,,,0,1A1,VIRGINIA OPOSSUM,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357418,2015,1,2,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,KJFK,JOHN F KENNEDY INTL,NY,AEA,,,,,,,0,R2001,SNOWY OWL,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357417,2015,1,2,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,KJFK,JOHN F KENNEDY INTL,NY,AEA,,,,,,,0,R2001,SNOWY OWL,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357416,2015,1,2,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,KDEN,DENVER INTL AIRPORT,CO,ANM,,,,,,,0,YH004,HORNED LARK,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357415,2015,1,2,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,KDCA,RONALD REAGAN WASHINGTON NATIONAL ARPT,DC,AEA,,,,,,,0,K5114,AMERICAN KESTREL,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357425,2015,1,3,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,KPDX,PORTLAND INTL (OR),OR,ANM,,,,,,,0,R1101,BARN OWL,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357427,2015,1,3,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,PGUM,GUAM INTL ARPT,PI,AWP,,,,,,,0,I1203,YELLOW BITTERN,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357426,2015,1,3,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,KSLC,SALT LAKE CITY INTL,UT,ANM,,,,,,,0,J2109,MALLARD,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357424,2015,1,3,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,KPDX,PORTLAND INTL (OR),OR,ANM,,,,,,,0,J2109,MALLARD,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357640,2015,1,3,UAL,UNITED AIRLINES,B-737-800,A,148,43,4,10,1,2,D,1,1,,,KIAH,GEORGE BUSH INTERCONTINENTAL/ HOUSTON ARPT,TX,ASW,Y,CLIMB,DAY,NONE,1500,300,,YI005,BARN SWALLOW,1,NONE,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357639,2015,1,3,BUS,BUSINESS,PA-32,A,729,26,1,7,31,1,A,7,,,,PGSN,FRANCISCO C. ADA/SAIPAN INTL ARPT,PI,AWP,,TAKEOFF RUN,NIGHT,,0,,0,UNKB,UNKNOWN BIRD,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
357638,2015,1,3,SWA,SOUTHWEST AIRLINES,B-737-700,A,148,42,4,10,1,2,D,1,1,,,KDEN,DENVER INTL AIRPORT,CO,ANM,N,APPROACH,NIGHT,"FOG, RAIN",,,,UNKB,UNKNOWN BIRD,1,NONE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
357641,2015,1,3,AWE,US AIRWAYS,A-321,A,04A,7,4,23,1,2,D,1,1,,,KPHL,PHILADELPHIA INTL,PA,AEA,,APPROACH,DAY,"FOG, RAIN",100,150,,UNKBS,UNKNOWN SMALL BIRD,10-Feb,NONE,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
357423,2015,1,3,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,KDAB,DAYTONA BEACH INTL,FL,ASO,,,,,,,0,N5111,KILLDEER,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357637,2015,1,3,SWA,SOUTHWEST AIRLINES,B-737-300,A,148,24,4,10,1,2,D,1,1,,,KDEN,DENVER INTL AIRPORT,CO,ANM,,APPROACH,NIGHT,"FOG, SNOW",150,143,,J2204,CANADA GOOSE,10-Feb,ENGINE SHUT DOWN,,,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357635,2015,1,3,JBU,JETBLUE AIRWAYS,A-320,A,04A,3,4,23,1,2,D,1,1,,,KSMF,SACRAMENTO INTL,CA,AWP,Y,APPROACH,NIGHT,NONE,1250,145,,UNKBL,UNKNOWN LARGE BIRD,1,NONE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
357634,2015,1,3,ASQ,EXPRESSJET AIRLINES,CRJ100/200,A,188,10,3,22,4,2,D,5,5,,,KEVV,EVANSVILLE REGIONAL,IN,AGL,,LANDING ROLL,DAY,,0,,0,UNKB,UNKNOWN BIRD,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
357636,2015,1,3,SWA,SOUTHWEST AIRLINES,B-737-700,A,148,42,4,10,1,2,D,1,1,,,KICT,WICHITA DWIGHT D EISENHOWER NATL ARPT,KS,ACE,N,CLIMB,DAY,NONE,4500,240,,UNKBS,UNKNOWN SMALL BIRD,1,NONE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
357633,2015,1,3,DAL,DELTA AIR LINES,B-737-800,A,148,43,4,10,1,2,D,1,1,,,MMLO,GUANAJUATO DEL BAJIO INTL,,FGN,,TAKEOFF RUN,DAY,,0,,0,ZX029,BLUE GROSBEAK,1,NONE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
357632,2015,1,3,DAL,DELTA AIR LINES,B-737-800,A,148,43,4,10,1,2,D,1,1,,,KATL,HARTSFIELD - JACKSON ATLANTA INTL ARPT,GA,ASO,Y,APPROACH,DAY,"FOG, RAIN",,,,ZT001,EASTERN MEADOWLARK,1,NONE,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357631,2015,1,3,AAL,AMERICAN AIRLINES,B-737-800,A,148,43,4,10,1,2,D,1,1,,,KDFW,DALLAS/FORT WORTH INTL ARPT,TX,ASW,N,TAKEOFF RUN,DAY,NONE,0,150,0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357630,2015,1,3,AAL,AMERICAN AIRLINES,B-737-800,A,148,43,4,10,1,2,D,1,1,,,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,CA,AWP,,CLIMB,DAY,,800,,,NE1,GULL,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
357527,2015,1,3,JBU,JETBLUE AIRWAYS,A-320,A,04A,3,4,23,1,2,D,1,1,,,KJFK,JOHN F KENNEDY INTL,NY,AEA,,APPROACH,DAY,,,,0,UNKB,UNKNOWN BIRD,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
357648,2015,1,4,SWA,SOUTHWEST AIRLINES,B-737-700,A,148,42,4,10,1,2,D,1,1,,,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,CA,AWP,Y,CLIMB,DAY,NONE,,,,UNKBS,UNKNOWN SMALL BIRD,1,NONE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
357644,2015,1,4,SKW,SKYWEST AIRLINES,CRJ100/200,A,188,10,3,22,4,2,D,5,5,,,KSLC,SALT LAKE CITY INTL,UT,ANM,Y,LANDING ROLL,DAY,NONE,0,,0,K3312,FERRUGINOUS HAWK,1,NONE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
357645,2015,1,4,SKW,SKYWEST AIRLINES,CRJ100/200,A,188,10,3,22,4,2,D,5,5,,,KSBA,SANTA BARBARA MUNICIPAL,CA,AWP,,APPROACH,DAY,,,,0.200000003,UNKB,UNKNOWN BIRD,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
357646,2015,1,4,SWA,SOUTHWEST AIRLINES,B-737-300,A,148,24,4,10,1,2,D,1,1,,,KBDL,BRADLEY INTL,CT,ANE,,LANDING ROLL,NIGHT,SNOW,0,,0,UNKB,UNKNOWN BIRD,1,NONE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
357428,2015,1,4,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,KCVG,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,KY,ASO,,,,,,,0,K3302,RED-TAILED HAWK,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357429,2015,1,4,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,KPRC,ERNEST A LOVE FIELD,AZ,AWP,,,,,,,0,ZX000,FINCH,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357430,2015,1,4,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,KSMF,SACRAMENTO INTL,CA,AWP,,,,,,,0,YH004,HORNED LARK,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357431,2015,1,4,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,PHNL,HONOLULU INTL ARPT,HI,AWP,,,,,,,0,R1101,BARN OWL,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357651,2015,1,4,UAL,UNITED AIRLINES,B-737-800,A,148,43,4,10,1,2,D,1,1,,,KDEN,DENVER INTL AIRPORT,CO,ANM,,CLIMB,DAY,,,,,YH004,HORNED LARK,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
357650,2015,1,4,SWA,SOUTHWEST AIRLINES,B-737-200,A,148,13,4,34,10,2,D,1,1,,,KSMF,SACRAMENTO INTL,CA,AWP,Y,TAKEOFF RUN,DAY,NONE,0,,0,ZC204,AMERICAN PIPIT,1,NONE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
357649,2015,1,4,SWA,SOUTHWEST AIRLINES,B-737-800,A,148,43,4,10,1,2,D,1,1,,,KSMF,SACRAMENTO INTL,CA,AWP,Y,APPROACH,DAY,NONE,10,140,0,ZC204,AMERICAN PIPIT,10-Feb,NONE,,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357643,2015,1,4,BUS,BUSINESS,C-680,A,226,,3,31,14,2,D,5,5,,,KDAB,DAYTONA BEACH INTL,FL,ASO,N,LANDING ROLL,DAY,NONE,0,100,0,NE104,RING-BILLED GULL,1,NONE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
357642,2015,1,4,DAL,DELTA AIR LINES,B-777-200,A,148,40,4,37,37,2,D,1,1,,,KJFK,JOHN F KENNEDY INTL,NY,AEA,Y,APPROACH,DAY,NONE,50,,0,ZX202,SNOW BUNTING,11-100,NONE,,,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357647,2015,1,4,SWA,SOUTHWEST AIRLINES,B-737-700,A,148,42,4,10,1,2,D,1,1,,,KDEN,DENVER INTL AIRPORT,CO,ANM,Y,APPROACH,NIGHT,NONE,10,135,0,UNKBS,UNKNOWN SMALL BIRD,10-Feb,NONE,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
357434,2015,1,5,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,KPRC,ERNEST A LOVE FIELD,AZ,AWP,,,,,,,0,ZX000,FINCH,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357432,2015,1,5,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,KGFL,FLOYD BENNETT MEMORIAL,NY,AEA,,,,,,,0,YL001,EUROPEAN STARLING,10-Feb,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357530,2015,1,5,TCF,SHUTTLE AMERICA,EMB-135,A,332,13,3,1,10,2,D,5,5,,,KRDU,RALEIGH-DURHAM INTL,NC,ASO,,TAKEOFF RUN,DAY,,0,,0,UNKB,UNKNOWN BIRD,10-Feb,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
357529,2015,1,5,ASQ,EXPRESSJET AIRLINES,EMB-135,A,332,13,3,1,10,2,D,5,5,,,KIAH,GEORGE BUSH INTERCONTINENTAL/ HOUSTON ARPT,TX,ASW,,APPROACH,DAY,,,,2,K1002,TURKEY VULTURE,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
357528,2015,1,5,RPA,REPUBLIC AIRLINES,DHC8 DASH 8,A,303,10,3,31,10,2,C,4,4,,,KDEN,DENVER INTL AIRPORT,CO,ANM,,LANDING ROLL,DAY,NONE,0,,0,YH004,HORNED LARK,10-Feb,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357433,2015,1,5,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,KLGA,LA GUARDIA ARPT,NY,AEA,,,,,,,0,K5114,AMERICAN KESTREL,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357680,2015,1,5,UAL,UNITED AIRLINES,A-319,A,04A,6,4,23,1,2,D,1,1,,,ZZZZ,UNKNOWN,,,,,,,,,,N6013,DUNLIN,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
357679,2015,1,5,SWA,SOUTHWEST AIRLINES,B-737-300,A,148,24,4,10,1,2,D,1,1,,,KDEN,DENVER INTL AIRPORT,CO,ANM,N,LANDING ROLL,DAY,,0,120,0,UNKB,UNKNOWN BIRD,10-Feb,NONE,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357678,2015,1,5,SWA,SOUTHWEST AIRLINES,B-737-700,A,148,42,4,10,1,2,D,1,1,,,KDEN,DENVER INTL AIRPORT,CO,ANM,Y,APPROACH,DAY,NONE,100,140,,O2111,ROCK PIGEON,10-Feb,NONE,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
357681,2015,1,5,UAL,UNITED AIRLINES,B-737-900,A,148,48,4,10,1,2,D,1,1,,,KDEN,DENVER INTL AIRPORT,CO,ANM,,APPROACH,DAY,NONE,,,,YH004,HORNED LARK,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
357676,2015,1,5,SWA,SOUTHWEST AIRLINES,B-737-300,A,148,24,4,10,1,2,D,1,1,,,KONT,ONTARIO INTL ARPT,CA,AWP,Y,APPROACH,DAY,NONE,500,133,1.5,O2111,ROCK PIGEON,1,NONE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
357675,2015,1,5,SWA,SOUTHWEST AIRLINES,B-737-700,A,148,42,4,10,1,2,D,1,1,,,KMSY,LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,LA,ASW,N,APPROACH,NIGHT,NONE,1600,180,4,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
357674,2015,1,5,SWA,SOUTHWEST AIRLINES,B-737-700,A,148,42,4,10,1,2,D,1,1,,,KLIT,BILL AND  HILLARY CLINTON NATL ARPT/ADAMS FIELD,AR,ASW,N,APPROACH,DAY,NONE,500,140,,UNKBS,UNKNOWN SMALL BIRD,1,NONE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
357673,2015,1,5,SKW,SKYWEST AIRLINES,CRJ900,A,188,17,4,22,4,2,D,5,5,,,ZZZZ,UNKNOWN,,,Y,,,,,,,NE1,GULL,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
357669,2015,1,5,AMF,AMERIFLIGHT,BE-99,A,123,20,2,31,4,2,C,4,4,,,KPDX,PORTLAND INTL (OR),OR,ANM,Y,APPROACH,NIGHT,NONE,700,,1.5,J2212,CACKLING GOOSE,1,NONE,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357672,2015,1,5,JBU,JETBLUE AIRWAYS,EMB-190,A,332,,4,22,4,2,D,1,1,,,KCHS,CHARLESTON AFB/INTL ARPT,SC,ASO,,CLIMB,DAY,NONE,,,,UNKBS,UNKNOWN SMALL BIRD,1,NONE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
357671,2015,1,5,JBU,JETBLUE AIRWAYS,EMB-190,A,332,,4,22,4,2,D,1,1,,,KORH,WORCESTER REGIONAL,MA,ANE,Y,TAKEOFF RUN,DAY,NONE,0,120,0,YH004,HORNED LARK,10-Feb,NONE,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357670,2015,1,5,DAL,DELTA AIR LINES,MD-88,A,583,37,4,34,10,2,D,5,5,,,KBDL,BRADLEY INTL,CT,ANE,Y,TAKEOFF RUN,DAY,NONE,0,180,0,YH004,HORNED LARK,1,NONE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
357677,2015,1,5,SWA,SOUTHWEST AIRLINES,B-737-700,A,148,42,4,10,1,2,D,1,1,,,ZZZZ,UNKNOWN,,,,,,NONE,,,,YH004,HORNED LARK,1,NONE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
